ID,Category,Content,Penalty,Difficulty
1777,ITEM,"[SỰ KIỆN] Cách 2 ô uống 1 ô: Bắt đầu từ bạn (Uống) -> Bỏ 2 người -> Người thứ 4 Uống -> Bỏ 2 người -> Người thứ 7 Uống.","Theo quy luật uống 1 ly",Math
1778,ITEM,"[SỰ KIỆN] Chia Bàn: Kẻ một đường thẳng tưởng tượng chia đôi bàn nhậu. Phe bên nào đông người hơn thì phe đó uống. Nếu bằng nhau thì phe có Bạn uống.","Phe đông dân uống 1 ly",War
1779,ITEM,"[SỰ KIỆN] Vệ Tinh: Bạn là Trái Đất (không uống). Hai người ngồi cạnh bạn là Mặt Trăng (Uống 1 ly). Những người còn lại là Sao Hỏa (Uống 2 ly).","Mọi người uống trừ bạn",Power
1780,GROUP_TRUTH,"Lý do: Ai đang ngồi ghế có dựa lưng? Vì sướng quá hóa rồ. (Ai ngồi ghế đẩu không dựa thì thoát).","Hội ghế dựa uống 1 ly",Position
1781,ITEM,"[SỰ KIỆN] So Le Ngược: Người ngồi vị trí 2, 4, 6... (tính từ bạn) được quyền chỉ định người ngồi vị trí 1, 3, 5... uống hộ mình 1 ly.","Số lẻ uống hộ số chẵn",Chaos
1782,ITEM,"[SỰ KIỆN] Domino Đổ: Bạn uống 1 ngụm. Người bên phải uống 2 ngụm. Người tiếp theo 3 ngụm... Cứ thế tăng dần cho đến hết vòng.","Uống tăng dần",Hard
1783,GROUP_TRUTH,"Lý do: Ai đang bắt chéo chân PHẢI lên chân TRÁI? Vì dáng ngồi này làm tắc mạch máu. Uống cho thông.","Hội chéo chân phải uống 1 ly",Body
1784,ITEM,"[SỰ KIỆN] Áo Cộc Tay vs Áo Dài Tay: Bên nào quân số ít hơn thì phải uống để 'bảo tồn'. Nếu bằng nhau thì tất cả cùng uống.","Phe ít người hơn uống 1 ly",Fashion
1785,ITEM,"[SỰ KIỆN] Định Luật Bảo Toàn: Người rót rượu gần nhất và người được rót rượu gần nhất cùng uống giao bôi.","2 người liên quan uống",Fun
1786,ITEM,"[SỰ KIỆN] Tứ Trụ Triều Đình: 4 người ngồi ở 4 góc bàn (hoặc 4 hướng Đông Tây Nam Bắc) phải đứng dậy uống.","4 góc bàn uống 1 ly",Position
1787,GROUP_TRUTH,"Lý do: Ai đang để tay lên bàn? Vì chiếm diện tích quá. Bỏ tay xuống hoặc uống.","Hội để tay lên bàn uống 1 ly",Position
1788,ITEM,"[SỰ KIỆN] Gắp Thăm May Mắn: Bạn nhắm mắt, xoay 3 vòng rồi chỉ tay loạn xạ. Trúng ai người đó uống. Trúng không khí thì bạn uống.","Tùy ngón tay chỉ",Luck
1789,ITEM,"[SỰ KIỆN] Bom Hẹn Giờ: Đếm số 1-2-3... theo vòng tròn. Ai đếm trúng số ngày sinh của bạn (VD bạn sinh ngày 15, ai đếm 15) thì người đó nổ banh xác.","Người trùng ngày sinh uống 2 ly",Luck
1790,GROUP_TRUTH,"Lý do: Ai có tóc mái che trán? Vì che giấu sự thông minh.","Hội tóc mái uống 1 ly",Fashion
1791,ITEM,"[SỰ KIỆN] Cơn Mưa Ngang Qua: Bạn cầm thìa gõ vào bát/cốc. Gõ bao nhiêu tiếng thì người ngồi cách bạn bấy nhiêu ô (về bên phải) phải uống.","Người bị chỉ định uống",Math
1792,ITEM,"[SỰ KIỆN] Đảo Chính: Tất cả những người chưa bị phạt ly nào từ đầu cuộc chơi đến giờ phải uống 1 ly 'khai vị'.","Hội bất tử uống 1 ly",Fair
1793,GROUP_TRUTH,"Lý do: Ai đang dùng ốp lưng điện thoại màu đen? Vì cuộc đời u ám quá.","Team ốp đen uống 1 ly",Object
1794,ITEM,"[SỰ KIỆN] Kính Lão Đắc Thọ: 3 người lớn tuổi nhất bàn uống 1 ly chúc sức khỏe các em.","Hội người cao tuổi uống 1 ly",Age
1795,ITEM,"[SỰ KIỆN] Tre Già Măng Mọc: 3 người trẻ tuổi nhất bàn uống 1 ly để mau lớn.","Hội nhi đồng uống 1 ly",Age
1796,GROUP_TRUTH,"Lý do: Ai không đeo đồng hồ? Vì không biết quý trọng thời gian.","Hội không đồng hồ uống 1 ly",Object
1797,ITEM,"[SỰ KIỆN] Vòng Tròn Olympic: 5 người ngồi liên tiếp nhau (bắt đầu từ bạn) uống giao bôi dây chuyền (móc tay vào nhau).","5 người uống 1 ly",Teamwork
1798,ITEM,"[SỰ KIỆN] Sàng Lọc Tự Nhiên: Ai đang cầm điện thoại trên tay thì uống. Ai không cầm thì thoát.","Hội nghiện điện thoại uống 1 ly",Action
1799,ITEM,"[SỰ KIỆN] Đổi Vị Trí: Người ngồi vị trí số 1 (bạn) uống. Người ngồi vị trí số 2 uống. Người ngồi vị trí số 4 uống. Người ngồi vị trí số 8 uống (Cấp số nhân).","1-2-4-8 uống 1 ly",Math
1800,GROUP_TRUTH,"Lý do: Ai đang đi giày thể thao (Sneaker)? Vì đi nhậu mà đi giày kín quá bí chân.","Team Sneaker uống 1 ly",Fashion
1801,ITEM,"[SỰ KIỆN] Chọn Lọc Ngẫu Nhiên: Bạn tung 1 đồng xu (hoặc nắp chai). Sấp: Những người bên TRÁI bạn uống. Ngửa: Những người bên PHẢI bạn uống.","Một nửa bàn uống",Luck
1802,ITEM,"[SỰ KIỆN] Cô Lập Kẻ Thù: Bạn ghét ai nhất bàn? Chỉ tay vào người đó. Hai người ngồi cạnh người đó (bảo kê) phải uống thay.","2 vệ sĩ uống 1 ly",Tactical
1803,GROUP_TRUTH,"Lý do: Ai có tên lót là 'Thị' hoặc 'Văn'? Tên phổ thông quá, uống phạt.","Team Thị/Văn uống 1 ly",Name
1804,ITEM,"[SỰ KIỆN] Đồng Hồ Cát: Bắt đầu từ bạn, mọi người lần lượt uống. Người sau phải uống nhiều hơn người trước một chút (nhấp môi -> nửa ly -> cạn ly).","Uống tăng dần theo vòng",Flow
1805,ITEM,"[SỰ KIỆN] Thử Thách Tình Bạn: Bạn chọn 1 người. Người đó chọn 1 người khác. Người thứ 3 chọn người thứ 4... Dây chuyền 5 người. Người cuối cùng bị chọn phải uống.","Người thứ 5 uống 1 ly",Chain
1806,GROUP_TRUTH,"Lý do: Ai đang mặc áo có cổ (sơ mi, polo)? Vì lịch sự quá mức quy định.","Team áo có cổ uống 1 ly",Fashion
1807,ITEM,"[SỰ KIỆN] Cặp Đôi Hoàn Hảo: Người ngồi đối diện bạn và người ngồi đối diện của người bên cạnh bạn uống. (Hai cặp đối đỉnh).","2 cặp đối diện uống",Position
1808,ITEM,"[SỰ KIỆN] Xả Kho: Ai còn bia trong ly thì uống hết. Ai ly rỗng thì rót đầy rồi... để đó (không uống).","Người còn bia uống cạn",Clean
1809,GROUP_TRUTH,"Lý do: Ai có tóc rẽ ngôi giữa (bổ luống)? Vì nhìn 'quyển vở' quá.","Team Đan Trường uống 1 ly",Hair
1810,ITEM,"[SỰ KIỆN] Vòng Quay Mặt Trời: Quay chai bia. Chai dừng lại. Người bị chai chỉ và 2 người bên cạnh họ phải đứng lên xoay 1 vòng rồi uống.","3 người uống 1 ly",Fun
1811,ITEM,"[SỰ KIỆN] Luật Nhân Quả: Ai đã từng chỉ định bạn uống trong ván này? Tất cả những người đó phải uống lại 1 ly tạ lỗi.","Những kẻ từng hại bạn uống",Karma
1812,GROUP_TRUTH,"Lý do: Ai dùng điện thoại iPhone đời cũ (có nút Home)? Vì hoài cổ.","Team nút Home uống 1 ly",Tech
1813,ITEM,"[SỰ KIỆN] Cơn Lốc Màu Da Cam: Ai mặc áo màu cam, đỏ, vàng (tông nóng) phải uống. Tông lạnh (xanh, đen, trắng) cổ vũ.","Team màu nóng uống 1 ly",Color
1814,ITEM,"[SỰ KIỆN] Sóng Thần: Bắt đầu từ bạn. Bạn uống. Người bên trái uống. Người bên phải uống. Người đối diện uống. (Hình chữ Thập).","4 người hình chữ thập uống",Position
1815,GROUP_TRUTH,"Lý do: Ai đi tất (vớ) lệch màu hoặc rách? Tự thú đi.","Hội cái bang uống 1 ly",Bựa
1816,ITEM,"[SỰ KIỆN] Vì Sao Đưa Anh Tới: Bạn chỉ lên trời. Ai nhìn theo tay bạn thì người đó uống. Ai không nhìn thì thoát.","Kẻ tò mò uống 1 ly",Trick
1817,ITEM,"[SỰ KIỆN] Chia Rẽ Nội Bộ: Những cặp đôi (người yêu) đang ngồi cạnh nhau phải tách ra ngồi xa nhau. Nếu không tách, uống mỗi người 2 ly.","Cặp đôi uống hoặc tách",Love
1818,GROUP_TRUTH,"Lý do: Ai có hình xăm ở vị trí kín đáo (không lộ ra ngoài)? Tự giác uống.","Hội mực ngầm uống 1 ly",Body
1819,ITEM,"[SỰ KIỆN] Bốc Thăm May Rủi: Viết tên mọi người ra giấy. Bốc 1 tên. Người đó uống 1 ly. Bốc tên mình thì mình uống 2 ly.","Xổ số uống 1 ly",Luck
1820,ITEM,"[SỰ KIỆN] Đại Tiệc: Tất cả mọi người cùng đứng dậy, cụng ly hô 'Một Hai Ba Zô' và uống 50% ly để tăng tình đoàn kết.","Cả làng uống 50%",Party
101,CURSE,"Lời nguyền Tay Trái: Trong 1 vòng tới, tất cả phải cầm ly uống bằng tay trái. Ai cầm tay phải là phạt.","Cầm tay phải uống 1 ly",Hard
102,PARTNER,"Chọn 1 người. Hai bạn phải đút đồ ăn (mồi) cho nhau ăn trong 3 phút. Không được tự gắp ăn.","Vi phạm uống 1 ly",Fun
103,MINI-GAME,"Trò chơi Zero-Five-Ten (Năm Mười Mười Lăm): Đấu với người bên phải. Ai thua uống.","Người thua uống 1 ly",Brain
104,DARE,"Để người bên trái cù lét (thọc lét) bạn trong 10 giây mà không được cười ra tiếng.","Cười ra tiếng uống 1 ly",Hard
105,VOTE,"Đếm 1-2-3, chỉ tay vào người mà bạn nghĩ là Sợ vợ/Sợ người yêu nhất bàn. Ai bị chỉ nhiều nhất uống.","Đội vợ lên đầu uống 1 ly",Fun
106,BRAIN,"Kể tên các Tỉnh/Thành phố ở Việt Nam bắt đầu bằng chữ H (Hà Nội, Hải Phòng...). Theo vòng tròn.","Bí uống 1 ly",Skill
107,ITEM,"[GIỮ LẠI] Thẻ Đổi Chỗ: Dùng thẻ này để bắt buộc đổi chỗ ngồi với một người bất kỳ trong bàn.","Không uống",Tactical
108,SECRET,"[ĐỌC THẦM] Hãy lén giấu một chiếc dép/giày của người bên cạnh đi. Nếu họ tìm ra trong 1 phút, bạn uống. Nếu họ hỏi 'Giày đâu rồi?', họ uống.","Thất bại tự uống 1 ly",Chaos
109,BUDDY,"Chọn Chị ngã em nâng. Chọn 1 người. Trong 5 phút tới, nếu bạn uống thì người đó phải đứng dậy vỗ tay cổ vũ (và ngược lại).","Quên vỗ tay uống 1 ly",Fun
110,SKILL,"Thử thách Lật đế lót ly: Đặt đế lót ly lên mép bàn và hất ngược lên để chụp lại. 3 lượt thử.","Rớt cả 3 uống 1 ly",Skill
111,GROUP_TRUTH,"Ai đã từng dùng ứng dụng hẹn hò (Tinder/Bumble) và xóa đi tải lại trên 3 lần? Tự thú đi.","Hội ế thâm niên uống 1 ly",Fun
112,DARE,"Ngậm một ngụm nước trong miệng và nghe người đối diện kể chuyện cười. Phun nước thì thua.","Phun nước uống 1 ly đầy",Hard
113,TRUTH,"Kể tên 3 tật xấu của người yêu cũ mà bạn ghét nhất.","Không kể uống 2 ly",Chaos
114,PARTNER,"Chọn 1 người khác giới. Hai bạn phải đổi áo khoác (hoặc phụ kiện như kính, mũ) cho nhau trong 1 vòng.","Không đổi uống mỗi người 1 ly",Fun
115,CURSE,"Luật Không Tay: Trong lượt này, bạn phải uống cạn ly mà không được dùng tay chạm vào ly (nhờ người khác hoặc dùng miệng cạp).","Dùng tay uống thêm 1 ly",Hard
116,MINI-GAME,"Thi Ai gan hơn: Nhắn tin cho bố nói 'Con nợ 10 triệu'. Ai dám gửi trước thì thắng. Người kia uống.","Kẻ nhát gan uống 2 ly",Chaos
117,VOTE,"Ai là người có khả năng đi tù cao nhất? (Làm chuyện phi pháp/nguy hiểm). Chỉ tay vào người đó.","Tội phạm tương lai uống 2 ly",Dark
118,BRAIN,"Kể tên các nhãn hiệu thuốc lá (hoặc mỹ phẩm). Theo vòng tròn. Ai bí hoặc lặp lại thì uống.","Thua uống 1 ly",Skill
119,SKILL,"Xoay một đồng xu (hoặc nắp chai) trên bàn. Trong lúc nó đang quay, phải uống hết ly trước khi nó dừng.","Không kịp uống thêm 1 ly",Skill
120,ITEM,"[GIỮ LẠI] Thẻ Boom Hẹn Giờ: Đặt thẻ này trước mặt 1 người. Sau đúng 5 phút, người đó phải uống. Họ có thể chuyển thẻ này cho người khác trước khi hết giờ.","Người giữ bom cuối cùng uống 2 ly",Tactical
121,SECRET,"[ĐỌC THẦM] Trong 3 phút, hãy cố gắng High-five (đập tay) với 3 người. Ai đập tay với bạn, người đó dính bẫy và phải uống.","Nạn nhân uống 1 ly",Tactical
122,GROUP_TRUTH,"Ai đã từng hôn người cùng giới (dù là say hay tỉnh)? Tự giác uống.","Hội cởi mở uống 1 ly",Fun
123,DARE,"Gọi điện cho một số điện thoại lạ bất kỳ và hát bài 'Chúc bé ngủ ngon'.","Không làm uống 3 ly",Chaos
124,TRUTH,"Nếu cả bàn này bị đắm tàu và chỉ cứu được 1 người, bạn cứu ai? Tại sao?","Không chọn uống 2 ly",Deep
125,PARTNER,"Chọn 1 người. Hai bạn đóng vai Vợ chồng son. Xưng hô Vợ-Chồng trong 5 phút.","Xưng hô sai phạt uống 1 ly",Fun
126,MINI-GAME,"Trò chơi Đập Bàn: Mọi người đặt tay lên bàn. Ai rút tay về chậm nhất khi người chủ trì đập bàn thì uống.","Phản xạ chậm uống 1 ly",Skill
127,VOTE,"Ai là người ăn mặc thảm họa hoặc lạ lùng nhất hôm nay? Chỉ tay vào người đó.","Fashionista rởm uống 1 ly",Fun
128,BRAIN,"Phép tính nhanh: (2 + 5) x 2 - 4 = ?. Ai trả lời sai hoặc chậm nhất uống.","Dốt toán uống 1 ly",Brain
129,SKILL,"Dùng cằm và vai kẹp điện thoại để chụp selfie (không dùng tay).","Làm rơi uống 1 ly",Skill
130,CURSE,"Lời nguyền Cấm Tựa Lưng: Trong 1 vòng tới, tất cả phải ngồi thẳng lưng, không được dựa vào ghế/tường.","Dựa lưng uống 1 ly",Hard
131,CURSE,"Lời nguyền T-Rex: Trong 1 vòng tới, bạn phải kẹp chặt 2 khuỷu tay vào sườn (giống khủng long tay ngắn). Mọi hành động cầm ly đều phải giữ tư thế này.","Làm rơi tay uống 1 ly",Hard
132,PARTNER,"Chọn 1 đồng đội. Hai bạn phải dùng má để kẹp giữ 1 tờ giấy ăn (hoặc tờ tiền) trong 1 phút. Không được dùng tay.","Làm rơi uống 1 ly",Fun
133,MINI-GAME,"Trò chơi Nhìn Hướng Khác: Chỉ tay về 1 hướng (Lên/Xuống/Trái/Phải). Người đối diện phải quay đầu hướng khác. Nếu quay trùng hướng thì thua.","Người thua uống 1 ly",Brain
134,DARE,"Chọn một người trong bàn và múa sexy (Lap dance) quanh ghế người đó trong 30 giây.","Ngại không làm uống 2 ly",Hard
135,VOTE,"Đếm 1-2-3, chỉ tay vào người mà bạn nghĩ là Sống ảo (chỉnh ảnh nát máy) nhất bàn. Ai bị chỉ nhiều nhất uống.","Thánh sống ảo uống 1 ly",Fun
136,BRAIN,"Kể tên 3 bài hát của Sơn Tùng M-TP trong 5 giây. Vấp là uống.","Fan phong trào uống 1 ly",Skill
137,ITEM,"[GIỮ LẠI] Thẻ Cộng Dồn: Khi có ai đó bị phạt uống 1 ly, dùng thẻ này để tăng hình phạt lên thành 2 ly (Bạn không được uống ké).","Nạn nhân uống 2 ly",Tactical
138,SECRET,"[ĐỌC THẦM] Hãy khen một người khác giới trong bàn 3 câu thật sến súa ('Mắt em đẹp như hồ nước...'). Nếu họ cười hoặc ngại, họ uống. Nếu họ đơ, bạn uống.","Thất bại tự uống 1 ly",Tactical
139,BUDDY,"Chọn Cặp Bài Trùng. Chọn 1 người. Trong 3 lượt tới, bất kỳ ai nói câu gì thì người kia phải đệm theo 'Chuẩn luôn' hoặc 'Đúng thế'.","Quên đệm theo uống 1 ly",Fun
140,SKILL,"Thử thách Tháp Đũa: Dùng 3 đôi đũa xếp thành hình tháp hoặc xếp chồng lên nhau trên miệng ly.","Làm đổ uống 1 ly",Skill
141,GROUP_TRUTH,"Ai đã từng chặn (Block) Facebook/Zalo của người yêu cũ rồi lại bỏ chặn để vào soi? Tự giác uống.","Hội lụy tình uống 1 ly",Fun
142,DARE,"Gửi voice chat cho một người bạn (không có trong bàn nhậu) hú lên tiếng sói hoặc tiếng ma quỷ.","Không làm uống 2 ly",Chaos
143,TRUTH,"Nếu được phép xóa ký ức về 1 người trong quá khứ, bạn sẽ xóa ai?","Không nói uống 2 ly",Deep
144,PARTNER,"Chọn 1 người. Hai bạn thi vật tay (Arm Wrestling). Người thắng được chỉ định người thua uống.","Người thua uống 1 ly",Hard
145,CURSE,"Luật Cấm Răng: Trong 1 vòng tới, khi cười phải mím môi che răng (Cười móm). Ai để hở răng nanh/răng cửa là phạt.","Lộ răng uống 1 ly",Fun
146,MINI-GAME,"Thi Ai dài hơi hơn: Bạn và người bên phải cùng hô 'AAAAA...' một hơi dài. Ai đứt hơi trước thì thua.","Người thua uống 1 ly",Physical
147,VOTE,"Ai là người hay kể khổ hoặc than vãn nhất mỗi khi say? Chỉ tay vào người đó.","Thánh than thở uống 1 ly",Fun
148,BRAIN,"Kể tên 5 Quốc gia ở Châu Á trong 10 giây. Lặp lại hoặc chậm là uống.","Dốt địa lý uống 1 ly",Skill
149,SKILL,"Đặt bao thuốc lá (hoặc điện thoại) lên đầu và đi một vòng quanh bàn mà không làm rơi.","Rơi uống 1 ly",Skill
150,ITEM,"[GIỮ LẠI] Thẻ Phủ Quyết (Veto): Dùng để hủy bỏ 1 lệnh phạt hoặc 1 yêu cầu từ người khác (kể cả Vua).","Không ai phải uống",Tactical
151,SECRET,"[ĐỌC THẦM] Hãy cố gắng lấy trộm bật lửa (hoặc điện thoại) của người đối diện. Nếu hết vòng này mà họ không nhận ra mất đồ, họ phải uống.","Bị bắt quả tang uống 1 ly",Chaos
152,GROUP_TRUTH,"Ai có hình xăm trên người (bất kể chỗ nào)? Đứng dậy khoe hình xăm hoặc uống.","Hội mực tàu uống 1 ly",Fun
153,DARE,"Ngồi lên đùi người bên phải trong suốt lượt của người tiếp theo.","Ngại không làm uống 2 ly",Hard
154,TRUTH,"Mô tả nụ hôn tệ nhất bạn từng trải qua.","Không kể uống 1 ly",Fun
